crn,response,instructor
15377,the instructor is kind and helpful he tried his best to answer every students question in class,"Behnezhad, Soheil"
15377,it was difficult,"Behnezhad, Soheil"
15377,good stuff i thoroughly enjoyed this class especially after hearing time and time again how brutal algorithms was apparently going to be i thought it was difficult but fair,"Behnezhad, Soheil"
15377,difficult assignments,"Behnezhad, Soheil"
15377,i really appreciated the pace of each class,"Behnezhad, Soheil"
15377,very theoretical and prepares well for interviews,"Behnezhad, Soheil"
15377,the course was challenging which helped me learn a lot,"Behnezhad, Soheil"
15377,enthusiasm knowledge of the state of the field respect for the students humor,"Behnezhad, Soheil"
15377,explain concepts clearly,"Behnezhad, Soheil"
15377,very wellprepared class material,"Behnezhad, Soheil"
15377,clear slide and nice lecture,"Behnezhad, Soheil"
15377,he really knows a lot i guess this is a good course for students have good foundation in computer science but bad course for students who just finished align courses,"Behnezhad, Soheil"
15377,professor behnezhad really knows his stuff hes also very good at showing why theory is useful in the real world as well as helping show the problem solving methods that lead to a solution rather than justsharing solutions,"Behnezhad, Soheil"
15377,the coursework was really well organized  eg lectures were recorded and put online readings were ready ahead of time assignments and tests were graded in a timely matterthe professor also has a strong understanding of algorithms which was helpful when answering various questions,"Behnezhad, Soheil"
15377,clear,"Behnezhad, Soheil"
15377,reinforced early on that discourse in class had to be respectful by ignoring those who shouted out answers or asking them to raise their hand this is crucial as ive seen this type of behavior become verydisruptive if not shut down by the professor,"Behnezhad, Soheil"
15377,come fully prepared,"Behnezhad, Soheil"
15377,he had a better connect by the end of the semester,"Behnezhad, Soheil"
15377,professor has strong grasp of concepts of this course,"Behnezhad, Soheil"
15377,he was knowledgeable about algorithms,"Behnezhad, Soheil"
15377,the course covered the important topics which develops the understanding of how to think logically and solve computer science problems the discussions in the classroom on piazza and during the officehours were helpful to clear doubts the instructor did a great job in explaining difficult topics himself and by encouraging students to think for themselves during the class,"Behnezhad, Soheil"
15377,excellent slide presentation,"Behnezhad, Soheil"
15377,the assignments though tough and time consuming helped a lot in understanding the subject in detail,"Behnezhad, Soheil"
15377,na,"Behnezhad, Soheil"
15377,he is super nice and super patient to everyone in the class strongly recommendation for his course i can learn a lot from his course and lectures,"Behnezhad, Soheil"
15377,a wonderful arrangement of lessons and time from soheil make class great,"Behnezhad, Soheil"
15377,the instructor explained things in detail and patiently explained relevant concepts and proof processes,"Behnezhad, Soheil"
15377,the lectures were usually very well organized the ta were very helpful,"Behnezhad, Soheil"
15377,the class encouraged an interactive environment,"Behnezhad, Soheil"
15377,professor soheils lecture is very interesting and attracting he explains everything clearly and always answer our questions he is also very approachable outside of class and his office hour is always useful,"Behnezhad, Soheil"
15377,he is able to write the course content in great detail breaking it down step by step allowing me to learn effectively,"Behnezhad, Soheil"
15377,this professor was very detailed in his lectures and was perfect for a beginning learner like me,"Behnezhad, Soheil"
15377,answer questions during classes,"Behnezhad, Soheil"
15377,a very easy courses,"Behnezhad, Soheil"
15377,dr behnezhad appears to care about the material and have a lowmoderate amount of interest in teaching students his priorities in research are apparent,"Behnezhad, Soheil"
15377,the instructor facilitated a respectful and inclusive learning environment where i felt comfortable asking questions the instructor happily answered any and everything question i had during class,"Behnezhad, Soheil"
15377,interest in the subject,"Behnezhad, Soheil"
15377,incredibly knowledgeable well spoken,"Behnezhad, Soheil"
15377,he has good lecture and how they are planned out also the online recording helps a lot with reviewing course material,"Behnezhad, Soheil"
15377,the materials he provided and the method of teaching was very simple but effective in understanding the concept it really helped me improve a lot in algorithms,"Behnezhad, Soheil"
15377,soheil is very open to receiving feedback from students which is much appreciated as the beginning of the semester was a bit chaotic and disorganized he seems like a nice person,"Behnezhad, Soheil"
15377,he was responsive to feedback at the beginning of the class when students voiced their preference for ipad and digital notes rather than notes on the whiteboardi also appreciated that he started asking students to raise their hands before just shouting out answers the class felt extremely disrespectful to me i had to constantly turn around and ask students to stoptalking so many people talked throughout the entire lecture and never raised their hands he eventually asked people to raise their hands before yelling out answers but it would have been nice if he askedstudents to stop talking so the rest of us could hear,"Behnezhad, Soheil"
21011,cristian is very kind and helpful to the students,"Penarrieta, Cristian"
21011,the topics of his course is quite helpful and usefulif u want to get a job u need to take this course,"Penarrieta, Cristian"
21011,openness clarity,"Penarrieta, Cristian"
21011,examples of implementation through code walks were very helpful instructor is super knowledgeable in fullstack development,"Penarrieta, Cristian"
21011,its not easy for students who has never studied web to learn these web knowledges so i always have a lot of questions even though the class materials helped me a lot everytime i asked cristian questionson teams he always responds me warmly and helpfully he is a good teacher,"Penarrieta, Cristian"
35058,i cannot say enough good things about prof aloupis the way he breaks down difficult concepts is fantastic his library of online resources filled with his previous lectures and slides is infinitely helpful  ivewatched each lecture multiple times and i think i will continue to reference them throughout my careerhe explains algorithms in a very visual way in the past ive struggled with grasping some of the harder concepts because the way theyve been explained in books or class has been really flat  i haventbeen able to really see how some solutions or even data structures work but prof aloupis takes the time to make them really accessible his diagrams are brilliant he color codes everything which makesthings so much clearer  i can actually see how things fit together he doesnt speed through steps he concentrates on the theory and the concepts and really explains the why and how behind everythingwhich means we actually learn and understand the concepts and can use them later rather than just memorizing them he goes over actual problems so we can see how theories work in multiple situationsprof aloupis is approachable and asks questions of students during class to encourage participation its clear there is no judgment and there are no dumb questionsi really appreciated him taking the time to survey students early in the semester and then reach out to us to have oneonones its so hard to create a sense of community in online classes and this was agreat way to make connectionsi very much appreciate that he offers makeup lectures whenever theres canceled class due to holidays i feel this class has excellent valueits obvious that prof aloupis values student input and is constantly striving to improve,"Aloupis, Gregory"
35058,unbelievable depth of understanding ability to understand incorrect student answers and diagnose their problems on the fly,"Aloupis, Gregory"
35058,great course summaries and problem sets and ppt,"Aloupis, Gregory"
35058,very knowledgable,"Aloupis, Gregory"
35058,some of his videos were very well done and well explained,"Aloupis, Gregory"
35058,the preclass materials are detailed and comprehensive easy to catch up greg explain concepts very well in an easily understandable way,"Aloupis, Gregory"
35058,professor aloupis is an expert in this field hes one of the best professors at northeastern he is very approachable,"Aloupis, Gregory"
37459,very few professor are able to successfully walk the line between giving too much and too little information but professor venkat navigated it expertly,"Venkatesaramani, Rajagopal"
37459,the assignments of the course make one learn the concepts deep,"Venkatesaramani, Rajagopal"
37459,answer questions timely through office hours and direct messages,"Venkatesaramani, Rajagopal"
37459,apporachablehelpful,"Venkatesaramani, Rajagopal"
37459,raj is an intelligent and engaging professor he also spends a lot of time outside of class doing amazing things his late policies are lenient if you use them right and he overall is very solid for this course,"Venkatesaramani, Rajagopal"
37459,attractive,"Venkatesaramani, Rajagopal"
37459,the instructor was punctual and provided a wellstructured course outline,"Venkatesaramani, Rajagopal"
37459,i enjoyed this class immensely i am not super into ai as others in the course are i took this class to know the basics and learn more if i want to after taking this class i know this material is not for me but iloved coming to class and learning the subject matter mostly because of the instructor he made a very difficult and in my case blasé subject matter exciting i would take any class offered by thisinstructor hands down favorite,"Venkatesaramani, Rajagopal"
37459,instructor is brilliant yet welcoming he adjusts caters the class well for people who are brand new to ai while seemingly keeping it engaging enough for others who are not new,"Venkatesaramani, Rajagopal"
37459,assignments and projects,"Venkatesaramani, Rajagopal"
37459,professor is really caring  he would willing to spend a lot time to talk explain concepts,"Venkatesaramani, Rajagopal"
37459,he was always willing to explain concepts and was available often,"Venkatesaramani, Rajagopal"
37459,very friendly,"Venkatesaramani, Rajagopal"
40214,class and homework are of great quality,"Sun, Zhifeng"
40214,the structure of this course is clear,"Sun, Zhifeng"
40214,the instructor has excellent ability to clearly explain the algorithm using whiteboard,"Sun, Zhifeng"
40214,i am extremely lucky that i got into this class with all the waitlist instructor sun zhifeng provides the algorithmic thinking that is not available outside the class he is extremely knowledgable when it comes todata structures and algorithms and provides indepth analysis that helps us remember what we have learnt,"Sun, Zhifeng"
17364,na,"Mwaura, Jonathan"
17364,great enthusiasm and very knowledgeable about the subject,"Mwaura, Jonathan"
17364,he makes students to get inter connected with the breakout room sessions in class,"Mwaura, Jonathan"
17364,the instructor has prepared a lot and shown energy on this class,"Mwaura, Jonathan"
17364,friendly and helpful,"Mwaura, Jonathan"
17364,the course provided varied depth of materials for each subject area and the instructor successfully encouraged participation and engagement in the course materials,"Mwaura, Jonathan"
17364,professor mwaura is clearly very knowledgeable about the subject matter and is very skilled at communicating that knowledge,"Mwaura, Jonathan"
17364,material mindopening,"Mwaura, Jonathan"
17600,reading and quizzes were very help in learning material and coming into class prepared a strength of this is the lecture set up lectures styles is is very helpful in correcting quizzes and learning moreinformation related to it,"Hamandi, Lama"
17600,lama is my favorite professor so far and i have no complaints whatsover about her  she is always organized communicative friendly and understandablehowever i dont exactly see the point of having 5008 and 5800 at the same time  there is so much overlap of knowledge between the two i think we should cover more content on 5800 that was not taughtin 5008 or more leetcode exercise etc to make this course more useful to be fair this course was not nearly as challenging and rewarding as 5008 because so much of 5800 is already covered in 5008,"Hamandi, Lama"
17600,fair and kind to every student,"Hamandi, Lama"
17600,the absolute best professor at the sf campus she is so dedicated to the students learning it is amazing to seegets students to participate in class gives good amount of assignments to learn but also not too much that it overwhelms students,"Hamandi, Lama"
17600,topic are explained very clearly,"Hamandi, Lama"
17600,professor hamandi is extremely helpful when answering questions and would only continue lecture after knowing that everyone is on the same page and understands the topic being covered she alsomade the classroom setting comfortable leading me to be able to askanswer questions without feeling embarrassed she also used class time effectively with a mix of lecture inclass activities andrecitation activities,"Hamandi, Lama"
17371,it was a fully online class so i was able to pause the lecture when i needed to think,"Aloupis, Gregory"
17371,i would say the strengths are the course materials i always left his videos feeling like i understood the concepts he was teaching when i gave enough time for note taking i found it easy to jot down info in away i could process,"Aloupis, Gregory"
17371,he clearly explained the topics,"Aloupis, Gregory"
17371,clear,"Aloupis, Gregory"
17371,i actually found the online lectures very interesting and engaging,"Aloupis, Gregory"
17371,the professor created optional homework assignments but then graded them much harsher than the tests were graded i got points off for both being too explicit in my proofs and not being explicit enough it felt like he instructed his graders to assess whether we answered the homework in the same way he did proofs in class rather than assess how we we answered the question itself i have always beentaught that there is no one right way to prove something  proofs are a form of communication like essay writing and should be assessed based on how well the point is communicated since homework wasso poorly graded and did not contribute to my actual grade i stopped doing them altogether half way through the course,"Aloupis, Gregory"
17371,good and easy to follow material,"Aloupis, Gregory"
17371,course taught valuable problem solving skills in addition to the obvious teaching of algorithmic approaches and optimizations also this is more a personal opinion than a general strength of the course but ithought the course was very interestinginstructor explained subject matter clearly provided thorough answers to questions both in office hours and via email responded promptly to emails fostered student enthusiasm for the course material,"Aloupis, Gregory"
17371,good,"Aloupis, Gregory"
40215,instructor was clearing passionate about the course material however by halfway through the semester nearly 75 of the class wasnt attending lecture ultimately the lecture material isnt useful tosolving homework and exam problems,"Lee, Hyonho"
40215,instructor has the clear vision of how this class would go and we followed along well,"Lee, Hyonho"
40215,i think professor lee always came prepared and was super cheerful i appreciated his enthusiasm for the subject he also is pretty responsive to messages,"Lee, Hyonho"
40215,ervklvhiohvjerwipohjvb,"Lee, Hyonho"
40215,wellversed in the topics,"Lee, Hyonho"
40215,the strengths of this course were that the instructor seemed wellversed in the material,"Lee, Hyonho"
40407,cristian is responsive for all of my questions that i dm him via teams,"Penarrieta, Cristian"
40407,professor cristian is a very helpful professor not only with his uptodate knowledge of the current work environment but also with very useful skills outside of the books he replies fast to our questions andpatiently answers our questions,"Penarrieta, Cristian"
40407,could clearly answer students questions in class,"Penarrieta, Cristian"
40407,professor is very helpful and easy to discuss questions with,"Penarrieta, Cristian"
40407,the instructor is very knowledgable and professional and brings a perspective from the industry point of view homework and assignments are really useful in the real world,"Penarrieta, Cristian"
37894,compared to other courses this one was very organized and detailed in the syllabus weekly modules and expected deliverables,"Kennedy, Justin"
37894,prof kennedy is willing to help me whenever i have trouble in this course his help is very important for me to achieve my learning goal in this course,"Kennedy, Justin"
37894,online courses easy to access anytime,"Kennedy, Justin"
37894,the time that i get due to it being online i am able to spend my time more effectively managing things,"Kennedy, Justin"
35265,providing lectures and inclass quizzes,"Mwaura, Jonathan"
35265,good interactive classes course resources provided and the challenging assignments were the strengths of the course,"Mwaura, Jonathan"
35265,course was good more clear questions are needed in assignments,"Mwaura, Jonathan"
35265,enthusiastic and eager to teach in a fun way,"Mwaura, Jonathan"
35265,the instructor is always happy to help and very patient,"Mwaura, Jonathan"
20301,dr bhardwaj takes good care of all his students we love the pizza and the review before the final exam,"Bhardwaj, Anurag"
20301,the instructor is a funny guy and so down to earth he made the lesson fun and engaging,"Bhardwaj, Anurag"
20301,the instructor explains each chapter very clearly and transforms complex issues into very vivid explanations,"Bhardwaj, Anurag"
20301,just fine hard to say,"Bhardwaj, Anurag"
20302,extremely patient in explaining course material after class provides lots of examples,"Mukund, Smruthi"
20302,shes very passionate about the class and handwrites all the important notes,"Mukund, Smruthi"
20302,she provides easytounderstand examples,"Mukund, Smruthi"
20302,she is knowledgeable in the field and provided additional resources outside of class so we could learn the material,"Mukund, Smruthi"
40408,professor rad is a responsible and professional professor this is a hard course and i think from him i learned more than just knowledge but also lessons for reallife applications he wasnt just trying to finishup with the teaching process but wanna pass his skills to us he remembers all our names which impressed us a lot and felt welcomed in the class the materials are sometimes boring but his teaching makesthis course more interesting,"Rad, Ryan"
40408,communications both inside and outside classroomcourse material delivery,"Rad, Ryan"
40408,wellprepared and insightful teaching,"Rad, Ryan"
40408,well organized materials,"Rad, Ryan"
40408,the best professor i have ever met,"Rad, Ryan"
40408,instructors ability to make the topics more lucid to understand for studentshas incredible style of delivering lectures,"Rad, Ryan"
40408,quiz before class is helpful for us to get to know each other,"Rad, Ryan"
40408,thank you so much for your instructions,"Rad, Ryan"
40408,the instructor has been supportive and knowledgeable throughout the entire stretch of the course,"Rad, Ryan"
40408,he is passionate about teaching the practical knowledge he has can be really helpful for my future career the different style algorithm course actually taught me a lot not just trying to memorizeeverything from textbook he really care his students,"Rad, Ryan"
40408,best prepared teacher,"Rad, Ryan"
40408,ryan is great always energetic and friendly,"Rad, Ryan"
40408,he is good,"Rad, Ryan"
40408,the professor cares about teaching and students he tries his best to present the material in an interesting way,"Rad, Ryan"
31430,teaches very well,"Amor-Tijani, Ghita"
31430,the instructor is cooperative and understanding she is willing to help however the logistics of the course are extremely imbalanced the course slides and assignments have a huge gap and it is reallystruggling to wrap your head around everything,"Amor-Tijani, Ghita"
31430,organised and clear assignment and deadline instructions on day 1 of course,"Amor-Tijani, Ghita"
31430,practical implementation,"Amor-Tijani, Ghita"
31430,it taught me a lot of new stuff i didnt expect to learn so much in the field of information retrieval and how vital it is in the tech world,"Amor-Tijani, Ghita"
31430,prof amortijiani is by far the best professor i have had at neu she shows a clear passion for the field and is great at taking complex concepts and breaking them down into a digestible format,"Amor-Tijani, Ghita"
31430,very knowledgeable and nice professor,"Amor-Tijani, Ghita"
21186,prof raj is a handson person he gives his best to bring a holistic experience while presenting the topic he would provide reading papers and coding assignments to keep students covered across thebreadths and depths of the subject,"Venkatesaramani, Rajagopal"
21186,the strengths of this course is that there was room to explore and challenge oneself although not by raising the base requirement i feel this aspect made the course rewarding and fruitful for all studentsthe strengths of the instructor was his down to earth nature and how approachable he was his depth of knowledge and emphasis on this depth really ensured that all students had a solid grasp on allconcepts,"Venkatesaramani, Rajagopal"
21186,covering the wide range of domains under artificial intelligence and giving assignments that helped us understand and implement these was a great source of learning,"Venkatesaramani, Rajagopal"
21186, the instructor approaches the topics with a gusto that reflects passion he has amazingly curated presentations and slides he includes a multitude of handson examples which makes his classes even more interesting his assignments have written and coding submissions which furthermore cement the foundations the instructor by himself is extremely congenial and approachable,"Venkatesaramani, Rajagopal"
21186,very knowledgeable and interactive and supportive,"Venkatesaramani, Rajagopal"
21186,the class was really inclusive and interactive,"Venkatesaramani, Rajagopal"
21186,prof venkat has a youthful energy when he teaches he has his ideas and concepts clear in his head and makes the lectures interactive no doubt as he gains more years of experience im sure he willbecome one of the best ai professors at northeastern,"Venkatesaramani, Rajagopal"
21186,the class was always fun with good presentation and demos,"Venkatesaramani, Rajagopal"
21186,the professor was very enthusiastic about the class,"Venkatesaramani, Rajagopal"
21186,1 very active and responsive instructor responds to queries on campuswire really quickly also provides solutions to all technical problems that may arise during assignments2 very friendly and open to discussions3 prof has lot of demos which are great for some topics4 assignments are very light and manageable,"Venkatesaramani, Rajagopal"
21186,he really loves his students to bits i would message him at 3 am and he would be there to help ive never felt like i was alone in this course and it was truly one of the best interactive experiences ive had atnortheastern he teaches just enough to engage the students attention  makes them want to learn  and then it is up to the student to put in the effort to cover the content,"Venkatesaramani, Rajagopal"
21186,i think the instructors affinity for ai shows and makes it more engaging,"Venkatesaramani, Rajagopal"
21186,amazing teacher,"Venkatesaramani, Rajagopal"
21186,the teacher is very knowledgable and can explain the conepts very well as well as simplifying the complicated concepts,"Venkatesaramani, Rajagopal"
21186,v enthusiastic and easy going v approachable,"Venkatesaramani, Rajagopal"
21186,this was his first time teaching in northeastern and perhaps a proper graduate classroom and he did a good job the assignments were similar to what he taught in class but anyone interested in learning aiand has a decent programming background can navigate through the assignments and classes fairly easily,"Venkatesaramani, Rajagopal"
21186,the professor had very good understanding of the topics he was teaching and he taught them in a way that made them easier to understand,"Venkatesaramani, Rajagopal"
21186,the instructor is really good and try to teach students useful knowledge,"Venkatesaramani, Rajagopal"
21186,1 teaching style was something i enjoyed it was more catered to our will to learn2 always on time and ensured that the classes were not boring with a lot of demonstrations3 ensured that we explored new possibilities and made sure that we learnt the concepts to solve the assignments,"Venkatesaramani, Rajagopal"
21186,the assignments set by the professor were based on the topics taught in the class this made the course more enjoyable as i would understand the concepts and apply them in the assignments professorwould take time to answer the questions asked and if he did not have the answer he would give the answer and explanation in the following class,"Venkatesaramani, Rajagopal"
21186,it was a big class with over 100 students sometimes its hard to follow when professor speaks without a microphone on,"Venkatesaramani, Rajagopal"
21186,he has great presentation skills and also he is very knowledgeable,"Venkatesaramani, Rajagopal"
21186,the lecture content would give a great overview of the concepts and build foundation for selfpaced learning outside of class,"Venkatesaramani, Rajagopal"
21186,converses with students like a peer and helps clarify any doubts andor help with homework readily,"Venkatesaramani, Rajagopal"
21186, making the course very interesting by visually and technically strong presentations up to date teaching and content covered in class rather than age old out of touch with reality syllabus the assignments in this course were the very best,"Venkatesaramani, Rajagopal"
21186,professor has good knowledge about the field but wasnt prepared with the course material in most of the classes assignments were interesting learned a lot about reinforcement learning through them,"Venkatesaramani, Rajagopal"
21186,the instructor was clear in communicating the concepts and ideas the slides were well prepared,"Venkatesaramani, Rajagopal"
21186,i think he has a lot of experience making the lecture as engaging as possible,"Venkatesaramani, Rajagopal"
20299,he has a lot passion in teaching,"Lee, Hyonho"
20299,prof lee is always attentive and enthusiastic to teach about algorithms and covers the points in introduction to algorithms in great detail,"Lee, Hyonho"
20299,lectureatmosphere in class,"Lee, Hyonho"
20299,clear demonstration and useful assignments,"Lee, Hyonho"
20299,covered useful algorithms and concepts,"Lee, Hyonho"
20299,none,"Lee, Hyonho"
20299,i can feel the professors strong passion for algorithms and his kindness in helping students when we have any questions,"Lee, Hyonho"
20299,the professor was very knowledgeable about the subject and displayed an enthusiasm to teach,"Lee, Hyonho"
20448,none,"Penarrieta, Cristian"
20448,class materials were well explained,"Penarrieta, Cristian"
20448,the coding examples presented in the course are very good i often go back and look at these examples on github when i forget how to do certain operations,"Penarrieta, Cristian"
20312,the professor made a lot of progress since the beginning of the semester in clearly communicating through teaching it is clear that she prepared well before each lecture and that preparation wasappreciated and helped us learn better she also took lots of student requests and feedback into account and was always available for additional help outside of class and occasional additional questionsabout the field even when these did not exactly relate to the course this was much appreciated,"Amjad, Tehmina"
20312,organized notes encouraged feedback by providing a feedback link,"Amjad, Tehmina"
20312,the instructor gives good lectures her syllabus is organized well so that i can learn about every stage of information retrieval the instructor teaches in a way easy to follow,"Amjad, Tehmina"
20312,material and learning object are sufficient,"Amjad, Tehmina"
20312,professor amjad was extremely flexible and fair and she always made herself available to students outside of class she tried to keep students engaged during lectures and was always mindful of our energylevels,"Amjad, Tehmina"
20312,patient and slow pace,"Amjad, Tehmina"
20312,she did communicate with students,"Amjad, Tehmina"
20312,professor has passion in teaching very responsible,"Amjad, Tehmina"
19778,very enthusiastic,"Socha, Katherine"
19778,dr socha specialize in math so it does provide some advantage in lecturing the math part,"Socha, Katherine"
19778,gives great resource materials,"Socha, Katherine"
19778,shes the kindest professor ive ever met i strongly believe that she did all she could to teach the course as effectively as she could i have a lot of respect for the amount of effort that she had put into thecourse always trying to be helpful and cheerfulalso i really loved the way she evaluated me she gave me a lot of detailed and very useful feedback which helped me to improve my understanding of what i was tested upon she was more than willing toreiterate on a concept being taught in class if i or any of my other peers werent able to understand it though i have a,"Socha, Katherine"
19778,professor really patient in solving problem,"Socha, Katherine"
19778,really helpful and kinda teacher open to helping each student by how much they need,"Socha, Katherine"
19778,i had to do a lot of self learning for the assignments instructor is really good at math concepts,"Socha, Katherine"
39709,professor demonstrated exceptional patience and understanding while addressing our questions,"Bayat, Akram"
39709,professor is really patient and happy to answer any question whether in class or out of class pretty helpful,"Bayat, Akram"
39709,friendly and easy to talk with,"Bayat, Akram"
39709,good,"Bayat, Akram"
39709,the material and organization is helpful to learn algorithm,"Bayat, Akram"
39709,a lot of logical thinking and practices,"Bayat, Akram"
17387,organized everything detailed instructionsthough sometimes too detailed and lengthy overall great online learning experience the instructor modified the assignments according to students feedbackwhich is great,"Annunziato, Jose"
17387,he clearly has taught this course many times before and it is a well oiled machine,"Annunziato, Jose"
17387,professor annunziato provides clear and thorough explanation for the class materials,"Annunziato, Jose"
17387,we learned a lot and i feel like i know and have the right resources that i can use to make any website,"Annunziato, Jose"
17387,the teacher is patient and the lectures are of high quality,"Annunziato, Jose"
17387,very nice truly cares students,"Annunziato, Jose"
17387,great professor with great teaching skills,"Annunziato, Jose"
17387,supportive,"Annunziato, Jose"
17387, good information good homeworks,"Annunziato, Jose"
17387,really wellprepared,"Annunziato, Jose"
17387,provided a comprhensive knowledge of the mern stack even as a beginner i was able to understand most of it,"Annunziato, Jose"
17387,is a very helpful class and the professor is very helpful during the oh,"Annunziato, Jose"
17387,concise expression,"Annunziato, Jose"
17387,the material is good,"Annunziato, Jose"
17387,supportive knowledgeable,"Annunziato, Jose"
17387,the course materials are very clearthe recordings of every online lectures are super helpfulprofessor jose annunziato will adjust the course base on our feedbacks,"Annunziato, Jose"
17387,useful,"Annunziato, Jose"
17387,knowledgable and provides clear expectations,"Annunziato, Jose"
17387,the course is quite good but there is a lot of repetition and loads of content which is very overwhelming and any learning gets buried under and forgotten by the next steptaking this course a little slower or reducing the content for the assignments would be helpful the assignments themselves were over 30 pages long which is quite ridiculous,"Annunziato, Jose"
31750,david is very knowledgeable about search engines and passionate about the material it feels like a very niche subject but he has a great depth of knowledge implementing some of the topics from the classin python felt difficult but rewarding,"Smith, David"
31750,the instructor has been very helpful throughout the semester anytime i got stuck in my assignments i would attend his office hours and my doubts would be cleared by him i enjoyed his teaching ,"Smith, David"
31750,professor is very passionate about the topic he clearly is very very knowledgeable about every topic he covers the homeworks are very helpful in reinforcing the content i couldnt understand the firsttime in class,"Smith, David"
31750,the professor is extremely knowledgeable on the subject and was able to lecture on topics covered in class with ease and was able to provide a lot of information the professor is very nice and was alwaysable to help during office hours and was very helpful during the office hoursrecording the lectures and providing them on canvas was very helpfulthe homeworks were extremely interesting and actually really quite fun to work on i feel like i learned more from the few homeworks than the entire class itself i wish there were morei appreciated the breaks we were sometimes given in class they were a good reset to allow to me to attempt to refocus,"Smith, David"
31750,the instructor was great at introducing new and difficult topics and making them easier to understand,"Smith, David"
31750,the instructor is very good in research side which showed his ability to teach concepts,"Smith, David"
35155,thoughtful well designed classduring class the instructor goes around the class and discusses the design patterns we used in our projects and gives valuable feedback and it is great,"Dym, Brianna"
35155,great communication,"Dym, Brianna"
35155,the instructor addressed the topic clearly to the students,"Dym, Brianna"
35155,explaining all the concepts clearly,"Dym, Brianna"
35155,good course work interactive sessions and extremely helpful assignments and class activities,"Dym, Brianna"
35155,good java knowledge,"Dym, Brianna"
35155,kindness,"Dym, Brianna"
35155,one particular ta was bad he himself doesnt know much but expects everyone to know everything,"Dym, Brianna"
35155,outsidebox thinking was the best part of the professor prof focused more on learning rather than just grades it was cool,"Dym, Brianna"
35155,professor was very enthusiastic and willing to help anyone the course itself has a lot of freedom to explore how to complete assignments,"Dym, Brianna"
10855,effective teaching at its bestthe professors energy definitely helped me in my morning classes and increase my interest in the subject,"Shesh, Amit"
10855,improving on writing code that is scalable and easy for others to understand,"Shesh, Amit"
10855,design concepts and highly interesting assignments,"Shesh, Amit"
10855,professor was well informed on the topics and able to answer questions effectively,"Shesh, Amit"
10855,na,"Shesh, Amit"
10855,the professor teaches you things with a passion that rubs off on you and enables classroom learning at a level that is beyond ordinary he is one of the best professors i have ever had,"Shesh, Amit"
10855,the course helped me to learn the principles of designing which is necessary for my career i learned the importance of testing and how the testing should be carried out in the project about instructor  heis ready to hear our doubts after the class gets over very humble to make us me comfortable to speak to regarding any matter,"Shesh, Amit"
10855,he very clearly explained concepts with examplesthe assignments were challenging yet rewarding that helped me learn about new techniques to build a robust systemthis course also helped me bag a coop as a backend engineer i am happy that i enrolled this course under professor amit shesh,"Shesh, Amit"
10855,1 he can communicate ideas clearly and effectively2 he is one of the best instructors at northeastern3 the prof tackles challenging problems in class using abstract thinking he doesnt just solve specific problems but rather focuses on teaching his students how to think rather than just telling them thesolution i believe learning this quality makes for a better developer4 he engages in highlevel conversations with his students during the class the quality of the discussions we had in class were superb it felt less like a traditional lecture and more like a brainstormingsession between scientists5 the course materials especially the labs are great for reinforcing the concepts taught in class,"Shesh, Amit"
10855,simply the fact that the instructor knew what he was doing and had a clear understanding of the course and its outcomes,"Shesh, Amit"
10855,the classes were interactive and thought provoking the professor tried to teach in a relatable manner that was very useful in getting the most out of the course,"Shesh, Amit"
10855,extremely well organized course and extremely well developed assignments,"Shesh, Amit"
10855,punctual intellectually challenging assignments,"Shesh, Amit"
10855,they were helpful and understanding when there were problems and also extended the deadlines,"Shesh, Amit"
10855,the strength is that this course really can help us to learn more things in java but the workload is kind of heavyat least for me,"Shesh, Amit"
10855,skills teaching style,"Shesh, Amit"
10855,1 well designed course2 instructor was knowledgeable and managed the course in a way to maximize learning,"Shesh, Amit"
10855,course structure and teaching style,"Shesh, Amit"
10855,the course is very documented and explains things well,"Shesh, Amit"
10855,friendly and downtoearth instructor,"Shesh, Amit"
10855,professor shesh is very knowledgable in this domain and has a teaching style that is equal parts personable and informative,"Shesh, Amit"
10855,extremely mentally draining but worth it,"Shesh, Amit"
10855,this course led by professor shesh stands out for its engaging and interactive nature professor shesh demonstrates a commendable commitment to thoroughness when addressing topics andaddressing student doubts during lectures his interactive teaching style enhances the overall learning experience making complex concepts more accessible and fostering a dynamic classroomenvironment,"Shesh, Amit"
10855,great communication skills makes complex concepts easy to understand,"Shesh, Amit"
10855,the course of java heavy so the course helped me get good understanding of java language,"Shesh, Amit"
10855,the professors teaching methods were effective the way he explained the concepts through reallife examples was interesting and made the concepts easy the course was well structured assignmentswere also well designed to make us understand the topics thoroughly,"Shesh, Amit"
10855,the professor is very knowledgeable regarding this course and other topics in general he explains the theory quite effectively he also takes time to reply to each question asked in the class,"Shesh, Amit"
10855,professor shesh excels as a teacher in the realm of programming design his innovative teaching methods effectively convey complex concepts fostering a deeper understanding among students thewellstructured course comprehensively covers essential design principles and the associated projects contribute significantly to the learning experience overall professor sheshs teaching style and thecourse design create an environment that enhances comprehension and skill development in programming design,"Shesh, Amit"
10855, the professor has a clear understanding of the course and how to navigate through different sections of it helping students navigate through the assignment doubts,"Shesh, Amit"
11550,the professor livecoded which enhanced the learning processin spite of being a completely online class the learning process was not compromised none whatsoever one of the best courses for web development for sure,"Annunziato, Jose"
11550,professors knowledge on the subject,"Annunziato, Jose"
11550,the instructor knows and explains the concepts very well,"Annunziato, Jose"
