crn,response,instructor
17600,i felt comfortable in this class due to the small class size and ability to askanswer questions at any point i never felt like i could not ask a question regardless of how simple it was professor hamandi fostersa very inclusive learning environment and is always willing to take time to help us through questionsassignments,"Hamandi, Lama"
17371,the videos filmed in 2016 are outdated and hard to follow please re record those sections,"Aloupis, Gregory"
17371,speaking with the instructor felt fruitless at one point a student posted in our discussion board about adding 5 or 10 minutes to the exam length and the professor said no because it was his understandingthat those who did not perform well under that time limit did so because they didnt understand the topics and not because they didnt have enough time thats possible sure but when a b is given to astudent with a 40 in the class then i think something needs to be reworkedi really do like professor aloupis teaching style like i said above i would come away from each video feeling like i understood the material i have four separate notebooks full of notes from this course ispent hours on this material each week all to culminate in one of the worst averages ive ever had in a classmaybe im an outlier in this experience but i feel like im not considering the overall average of the class,"Aloupis, Gregory"
17371,no need for improvement,"Aloupis, Gregory"
17371,null,"Aloupis, Gregory"
17371,good material easy to followcoding would be more practical in this course,"Aloupis, Gregory"
17371,good,"Aloupis, Gregory"
40215,sometimes certain subjects are hard to understand so i think more examples are needed but they should be drawn in a clear and neat way and not all over the place it makes understanding for the firsttime a little easier when we can go back and look at the examples we did in class,"Lee, Hyonho"
40215,wv klervhoerivpoer,"Lee, Hyonho"
40215,the instructor knew the material well more time could have been spent teaching in lecture instead of reading off of lecture slides lecture slides can be read by students outside of class,"Lee, Hyonho"
40407,na,"Penarrieta, Cristian"
40407,the instructor delivers clear and helpful teaching material reflecting significant effort it helps in understanding complex concepts effectively,"Penarrieta, Cristian"
37894,i was able to answer all assignments using python rather than straight math as other algo teachers have required i am most comfortable demonstrating my knowledge and understanding of the material inpython rather than math proofs for me math proofs are akin to writing in a language i dont speak fluently i appreciate the ability to use the language and format that enables me to most accuratelyexpress my understanding of the material especially given that the course is a computer science course,"Kennedy, Justin"
37894,i dont think there is much to do,"Kennedy, Justin"
37894,online course is nice,"Kennedy, Justin"
35265,provide lectures for all topics with more understandable explanations,"Mwaura, Jonathan"
35265,the instructor is extremely knowledgeable and helpful and helped through all the queries and doubts i had during the course the instructor could focus more on covering different topics in the class whichwould provide a more understanding of the subject and also help in the assignments also for a topic questions similar to problem sets could be provided for personal practice of students so that they couldenhance their subject knowledge,"Mwaura, Jonathan"
35265,none,"Mwaura, Jonathan"
35265,na,"Mwaura, Jonathan"
35265,the workload is a little big for me,"Mwaura, Jonathan"
20301,i like how dr bhardwaj engages us actively in class discussions and activities to deepen our understanding of the concepts,"Bhardwaj, Anurag"
20301,pizza pizza pizza,"Bhardwaj, Anurag"
20301,teach harder,"Bhardwaj, Anurag"
20302,not good at explaining something complexmake complex things more complicatedstudents even feel less confident after taking this course,"Mukund, Smruthi"
20302,na,"Mukund, Smruthi"
20302,this course is really helpful for preparing for an sde interview professor mukunds insights and teachings have been particularly helpful i have gained a wealth of knowledge from the content she hasshared however the homework appears to extend beyond the class content presenting a challenge and we need a significant amount of time and effort to complete it if the professor could explain theassignments or possibly reduce the difficulty level it would greatly enhance the learning experience i really appreciate the professors guidance and believe that such adjustments would further contributeto the success of the course thank you,"Mukund, Smruthi"
20302,shes doing a pretty good job shes my favorite professor at northeastern so far i love that she uses inclass handwriting notes to teach not just slides moreover including examples during algointroduction from beginnerfriendly to more advanced the approach help me a lot,"Mukund, Smruthi"
20302,as mentioned above if her organizational skills could be improved especially regarding assignments and lectures this would be helpful,"Mukund, Smruthi"
40408,thank you so much for your instructions,"Rad, Ryan"
40408,the instructor has been hardworking in helping students get a strong grasp on the topic for both the common and advanced topics in the algorithm design and analysis field he knew when students couldhave difficulties preparing themselves before class during those topics and he had made videos to explain part of the topics in great details,"Rad, Ryan"
40408,the knowledge of real working experience the practical teaching style is really helpful,"Rad, Ryan"
40408,na,"Rad, Ryan"
40408,less homework more leetcode,"Rad, Ryan"
40408,idk just want to cheer him up,"Rad, Ryan"
40408,not required,"Rad, Ryan"
31430,the instructor is a really good teacher and empathizes  understands the situation of students but the course definitely needs to be restructured,"Amor-Tijani, Ghita"
31430,same as above,"Amor-Tijani, Ghita"
31430,the professor is very good at explaining concepts she makes you comfortable in the class and it helps while understand new concepts tas are helpful as well,"Amor-Tijani, Ghita"
31430,na,"Amor-Tijani, Ghita"
21186,his style of teaching is fresh and can pretty confidently answer most questions that arise but simultaneously acknowledges when he doesnt know something,"Venkatesaramani, Rajagopal"
21186,anyway the rajagopal is a good teacher trying to help students if he can improve the set of quiz and homework it will be better,"Venkatesaramani, Rajagopal"
21186,strengths the reading materials are a very good way of expanding my knowledgeareas of improvement people who have no idea of ai need to do a lot of postlecture studies to keep up this could be brought down to a minimum glace of the lecture notes basic revision one way that ibelieve would work is to plan the way to present the material,"Venkatesaramani, Rajagopal"
21186,i know for a fact that inclusiveness is one of his core teaching principles and i noticed that he strives for it i dont think its possible to facilitate a better learning environment,"Venkatesaramani, Rajagopal"
21186,1 very enthusiastic2 always willing to help3 showed a lot of demos and kept the class interesting4 the choice of topics were very interestingwhat can be improved is the clarity regarding what is expected from the assignment,"Venkatesaramani, Rajagopal"
21186, the professor is extremely enthusiastic and i have no doubt hell get better with time and in turn make the classes mor intuitive and interesting,"Venkatesaramani, Rajagopal"
21186,knowledgeablefriendlyinteractive,"Venkatesaramani, Rajagopal"
21186,instructor has good knowledge of the subject and is a good teacher who promotes interactions in class,"Venkatesaramani, Rajagopal"
21186,as mentioned above if professor took recitation sessions or something of that kind and gave exercises to practise it would be very useful for a student to become better in the course,"Venkatesaramani, Rajagopal"
21186,he was pretty good for someone who taught his first semester as an undergrad and grad professor he could work on making the class a little more interactive and maybe include labsrecitations from thenext semester onwards,"Venkatesaramani, Rajagopal"
21186,the instructor is very friendly open to answering questions and discussions they are very approachable and are very active on campuswire which is really helpful from an assignments point of viewthe instructor must provide more study material ensure tas adhere to their office hours timings and have more rigidity and structure in the overall course,"Venkatesaramani, Rajagopal"
21186,intuitive way of teaching very wellprepared slides with carefully pickedout examples,"Venkatesaramani, Rajagopal"
21186,i have autism and have a hard time learning and picking up content in a lot of my classes but he made the classroom and extremely inclusive environment for all you could ask questions any time and henever displayed any form of frustration or disapproval i cant give higher praise for a khoury processor at northeastern he definitely is one of the highlights of my college experience,"Venkatesaramani, Rajagopal"
21186, really enjoyed the teaching style and keeping the class interesting probably for the same one or two students asking redundant questions it could be helpful for all the other students to tell them to take the discussion after the class,"Venkatesaramani, Rajagopal"
21186,professor is knowledgeable but the course lacked structure were paying a lot of money for each course its reasonable to expect the instructor to have the course material ready and have a clear plan foreach lecture i regret taking this course but didnt have an option as its a core course for my program i suggest the professor to take a semester off to thoroughly prepare lectures and then resumeteaching the course,"Venkatesaramani, Rajagopal"
21186,na,"Venkatesaramani, Rajagopal"
21186,i also was very confused at how to adapt the concepts into practice code and would have benifited from more examples but was greatful for the extra time the proffessor took in his office hours whichcounteracted this drawback for me,"Venkatesaramani, Rajagopal"
21186,v energetic and welcoming to questionsdoubts and feedback,"Venkatesaramani, Rajagopal"
20299,explain the codes in the assignments,"Lee, Hyonho"
20299,none,"Lee, Hyonho"
20299,professor is enthusiastic and cheerful in class,"Lee, Hyonho"
20299,could talk more about coding since writing code is a huge part of tests,"Lee, Hyonho"
20299,none,"Lee, Hyonho"
20299,the professor was able to answer questions clearly and did a good job of showing how they got to their answer,"Lee, Hyonho"
20448,dont cover too many things hardly able to remember anything or reduce the complexity of the assignments,"Penarrieta, Cristian"
20312,greatly improved communication skills during lectures much appreciated slow and careful explanations that include people of all backgrounds still managing to include somewhat complex materialcontinue working on delivery but it is much improved already we can feel her passion for the subject and the language used is inclusive to all please be more consistent and give notice for changes made tothe syllabus and course plan please also make quizzes more straightforward since they were a bit abstract at times,"Amjad, Tehmina"
20312,this is mentioned in the previous two sections,"Amjad, Tehmina"
20312,give a better percentage weight for the assignments,"Amjad, Tehmina"
19778,reduce the emphasis on certain mathematical aspects and incorporate more content related to algorithm improvements and applications,"Socha, Katherine"
19778,none,"Socha, Katherine"
39709,everything goes well,"Bayat, Akram"
39709,na,"Bayat, Akram"
17387,clear instructions in full stack development,"Annunziato, Jose"
17387,he seems to be understanding of students needs and was responsive to constructive criticism about the workload for assignment 2,"Annunziato, Jose"
17387,1 the grading rubric is not clear in this class and different tas graded the assignments with different standards which provided inconsistency regarding the grading2 it would be nice if late days can be offered since sometimes things happen in life for example a total of 10 days can be offered to each student starting each semesters it would allow students to finishthe assignments more thoroughly instead of rushing it,"Annunziato, Jose"
17387,the teacher recorded the lesson it is convenient for students to review and those who cannot attend class in time,"Annunziato, Jose"
17387,ver clear lecturei can tell professor jose is preparing a lot ahead of the lecture,"Annunziato, Jose"
17387,tas should be more responsible,"Annunziato, Jose"
17387,na,"Annunziato, Jose"
17387,hands on practice demo code and project oriented,"Annunziato, Jose"
17387,tas need to be trained some tas are irresponsible they didnt know about the assignment and went to the office hour or grade the students assignment,"Annunziato, Jose"
17387,everything is good,"Annunziato, Jose"
17387,the tas racial ratio is odd why are there no chinese tas even though approximately half of the students in this course are chinese and there are many chinese students in our university i believe there isnot enough representation,"Annunziato, Jose"
17387,it is hard to do the assignment and the project at the same time it could be better to assign the assignment in the first couples of weeks and give us at least a mouth to complete the project with no need todo any assignment,"Annunziato, Jose"
17387,na,"Annunziato, Jose"
17387,best course,"Annunziato, Jose"
17387,the instructor is really good and there to assist personally i think there is just way too much work required,"Annunziato, Jose"
31750,david is a very kind and respectful person i definitely recommend him as a professor,"Smith, David"
31750,professor is very inclusive tries to get all students to participate actively in class,"Smith, David"
31750,i dont think there is anything the instructor could have done to help improve inclusive learning,"Smith, David"
35155,the inclass activities even though they are small add up in the end and they are very useful covering the design patterns and stuff one at a time,"Dym, Brianna"
35155,instructor set clear norms and commitments for student interaction contribute to a respectful supportive and productive learning environment,"Dym, Brianna"
35155,i found the instructor to be extremely helpful and the instructor provided us with interactive assignments adding more such interactive assignments would help students more in the future,"Dym, Brianna"
35155,well knowledged friendly and supportive of our ideas,"Dym, Brianna"
35155,strengths focusing more on learning,"Dym, Brianna"
35155,na,"Dym, Brianna"
10855,strengths well designed course extremely well designed assignments professor has unparalleled knowledge of the course and sufficiently answers all questionsdoubts in class ta office hours are set upextremely wellareas of improvement more office hours time with the professor,"Shesh, Amit"
10855,the instructor is one of the best faculty you will find at northeastern he is informative and helpful and shows a genuine interest in students learningthe course is very well structured and well paced,"Shesh, Amit"
10855,nothing teaching material and assignments were perfect,"Shesh, Amit"
10855,i think everything was going great in the class the only improvement would be changing the assignment scope so we could have more time to reflect on the design of the application,"Shesh, Amit"
10855,na,"Shesh, Amit"
10855,na,"Shesh, Amit"
10855,very knowledgeable and very keen on transferring his knowledge always listens to the questions of the students and does not shun the idea if it is different from what he just mentioned in class he isalways open for discussion and talks about the pros and cons of each idea which allows students to feel free to share their ideas or doubts in class,"Shesh, Amit"
10855,i think the professor is up to the mark and one of the best that i had in my education journey,"Shesh, Amit"
10855,the instructor amit shesh is a great professor he makes difficult concepts easy to understand and attach examples which can help me relate and easily remember them,"Shesh, Amit"
10855,the instructor is very inclusive in teaching,"Shesh, Amit"
10855,see first entry,"Shesh, Amit"
10855,professor shesh possesses notable strengths in his teaching methodology his interactive teaching style stands out creating a positive learning environment by actively engaging students during lecturesthis approach not only fosters participation but also contributes to a more enriching educational experiencefurthermore the instructor excels in providing a comprehensive understanding of the course material thorough coverage of topics and a willingness to address doubts during lectures ensure thatstudents receive wellrounded knowledge promoting deeper comprehensionhowever there are areas for improvement some students express challenges in managing the current coursework load to enhance inclusivity a potential solution involves reevaluating and possiblyreducing the amount of coursework fostering a more balanced workload for all studentsadditionally implementing a more objective grading system especially for assignments assessed by teaching assistants is suggested this step could contribute to a fairer evaluation process eliminatingsubjectivity and providing students with clear and consistent feedbackin summary professor sheshs strengths lie in his interactive teaching style and comprehensive topic coverage addressing concerns related to coursework load and grading objectivity would furthercontribute to an inclusive and equitable learning experience,"Shesh, Amit"
10855,approachable alwaysextremely helpful in face of adversitystrong technical knowledge in java,"Shesh, Amit"
10855,strengths1 great instructorteacher2 inspires students to think by engaging in highlevel discussion promotes abstract thinking3 commendable communication skillsareas for improvement1 conduct more office hours2 add more labs even if they dont count towards grade3 improve the assignment autograder4 make the rubric more flexible,"Shesh, Amit"
10855,the instructor is a very knowledgeable person but i think he should not look at every person in the classroom equally maybe not everyone can match the expectation that he has set i personally faced a lotof issues he should consider all ends of the spectrum,"Shesh, Amit"
10855,professor shesh excels as a storyteller seamlessly weaving programming concepts into engaging narratives or games during his lectures this unique approach not only facilitates a deeper understandingof the material but also adds an enjoyable element to the classroom experience the class appreciates and enjoys his teaching style making the learning process both effective,"Shesh, Amit"
10855, it would be great if the tas could have a bit more clarity on what the assignment description rather than having to read the assignment while the student is waiting in the queue i feel the flow of the course could have been tweaked a bit to accommodate all the things that weve learned in the assignmentsall the design patterns taught after mvc were not tested thoroughly the time spent during initial lectures could probably be cut down so that atleast a few new design patterns could have been included intime for assignment 5,"Shesh, Amit"
11550,it was an online course there could be more in group projects,"Annunziato, Jose"
11550,lectures were great to attend,"Annunziato, Jose"
11550,i wish i would have taken the in person lecture class that would have been an even better experience with the professor,"Annunziato, Jose"
11550,welldesigned course and always up for any queries every class had qna sessions and other than that we had wellinformed and cooperating tas piazza for help for time other than lecture hours,"Annunziato, Jose"
11550,professor was teaching the practical applications and his assignments really made us understand the concepts,"Annunziato, Jose"
11550,everything related to learning was really good,"Annunziato, Jose"
11550,professor is really great at getting to the most important topics through extremely helpful hands on exercises that aides in putting the concepts into practice,"Annunziato, Jose"
11550,na,"Annunziato, Jose"
11550,but there is really a lot of homework and its still a struggle for me to master so many skills in a short period of time especially final project because basically the skills needed to be able to actually startbuilding a standalone website are taught at the very end and although you can start very early you can really only start doing it at the end of the semester for someone like me who doesnt have a webfoundation it was a really big workload for me in this class,"Annunziato, Jose"
11550, clear and concise while discussing concepts good coursework practical assignments,"Annunziato, Jose"
11550,na,"Annunziato, Jose"
11550,the professor has really strong basics and has helped with any type of query in the course,"Annunziato, Jose"
11550,he should make the coursework less but more in depth this way we have more time for the final project,"Annunziato, Jose"
11550,it was great,"Annunziato, Jose"
40252,provide lectures for all topics with more understandable explanations,"Mwaura, Jonathan"
40252,the instructor is extremely knowledgeable and helpful and helped through all the queries and doubts i had during the course the instructor could focus more on covering different topics in the class whichwould provide a more understanding of the subject and also help in the assignments also for a topic questions similar to problem sets could be provided for personal practice of students so that they couldenhance their subject knowledge,"Mwaura, Jonathan"
40252,none,"Mwaura, Jonathan"
40252,na,"Mwaura, Jonathan"
40252,the workload is a little big for me,"Mwaura, Jonathan"
37421,hes very respectful to everyone,"Mitra, Joydeep"
37421,the instructors ability to create an inclusive and respectful classroom environment was a significant strength they consistently acknowledged diverse viewpoints and encouraged participation from allstudents which fostered a sense of community and belonging however there is room for improvement in adapting teaching materials to be more inclusive of different learning styles and abilities forinstance providing materials in multiple formats such as visual aids audio recordings and interactive activities could help accommodate students with varying needs and preferences,"Mitra, Joydeep"
37421,he did not explain concepts widely  he need to improvement in teaching the basics of the concepts,"Mitra, Joydeep"
37421,class activity is really good way to understand deeply for the class if the instructor can do class recording that would be great,"Mitra, Joydeep"
37421,instructors pretty good at organizing would be nice if there were more classes to work on a project together which could help,"Mitra, Joydeep"
11382,answers all questions,"Smith, David"
35156,the instructor is very good and helps clear doubts of each and every student,"Amato, Christopher"
35156,he is very proficient with the subject material and the concept itself nothing to improve on,"Amato, Christopher"
35156,the instructor displayed enthusiasm for the course and facilitated a respectful and inclusive learning environment,"Amato, Christopher"
35156,the instructor was not optimal and needs more training a little ml joke for you chrispeople were often lost in class due to a lack of clarity of walking through concepts during lectures and for explaining vague wording in the homework problems there was deafening silence in class when hewould ask questions because he was not good at breaking down the material for students who dont have the same mental connections as someone who has phd in this fieldhe was too lazy to check homework assignments that he took from professor raj venkat and we suffered from typos and vague wording all the time which made the homework less effective for learninghe was an absent father in piazza along with most of the tas but even they showed up more than he did overall there was low accountability for the tas to actively help students so we would often have torepeatedly post or bump posts in piazza there were huge logistical oversights not using the khoury office hours sandbox website to conduct queuestyle office hours online chris not booking rooms foroffice hours tas moving office hours frequently or just not being present it was a nightmare to get the support you needed and after talking with my peers a lot of us just relied on each other and selfstudied berkleys materials its crazy that without berkleys online cs188 content i wouldve failed the course its even crazier that im paying thousands of dollars for lower quality education to teachmyself everything online from another school anyway some professors are just meant for research and not for teaching and chris amato is definitely one of them chris one could say you overfit theresearch environment and can not generalize enough to do well teach in the testing environment the classroom another ai joke womp womp,"Amato, Christopher"
35156,the workload is kind of heavy make sure you have time to handle this course,"Amato, Christopher"
35156,professor communicated really well during class,"Amato, Christopher"
35156,practice exam,"Amato, Christopher"
35156,doing interactive exercises in class was great having people work together to solve some problems,"Amato, Christopher"
35156,ta anurag is rude and disrespectful,"Amato, Christopher"
35156,good way of teaching friendly and receptive,"Amato, Christopher"
35156,the professor seemed very interested in teaching but i often found him a little condescending he would often treat students questions as elementary and make it seems like it was strange that the studentasked the question in the first place he also made a comment after an exam that many people struggled with about how easy he made the exam which felt rude and unnecessary,"Amato, Christopher"
40250,in class exercises  lecturesi love a good lecture to introduce ideas but actually doing the coding myself really helped to make the connections in my mind,"Bogden, Philip"
40250,na,"Bogden, Philip"
40250,professor bogden really focuses on inclusive learning i appreciated the commitment to pollev and making sure we were all progressing smoothly through the assignments,"Bogden, Philip"
40250,the professor is fair and provided necessary feedback in a timely manner,"Bogden, Philip"
40250,enjoyable friendly and welcomes questions,"Bogden, Philip"
11209,professor has great enthusiasm and tempo in right areas but loses individuals with unconventional methods of teaching that could be more simple with better handson examples accept better tas whocan grade and is more available provide better homework questions that is vetted by yourself for understanding narrow the scope for midterms by providing a past mock exam that students can studynarrowing topics on over 10 lectures for midterm 2 was a nightmare especially when scope can be within class lectures homeworks programming assignments and etc give the midterm a test trial fortime before handing to students several students ive talked to didnt even finish the exam or rushed answers there were several areas that calculations took time to calculate provide a guideline forresearch projects where you give an example of what formal is within different scopes beside search,"Amato, Christopher"
11209,the programming assignments are taken from uc berkley and the evaluation is too bad for the assignment adding new assignments would be better and problem sets are also from uc berkley theresnothing new the professor is adding to the course,"Amato, Christopher"
11209,exam material and time distance between 2 exams,"Amato, Christopher"
40251,a true teacher,"Mwaura, Jonathan"
40251,the learning was inclusive prof did a great job including the students who phoned in each week this material is just hard,"Mwaura, Jonathan"
40251,give more practical questions like solving questions and then uploading source code for assignments there are only 10 of questions are leet code practical questions others are theory questions givefeedback for a final project proposal i never received feedback for my final project proposal even though i requested to review my project but the professor ignored my messages,"Mwaura, Jonathan"
40251,more focus on dynamic programming in class,"Mwaura, Jonathan"
11744,the instructor is fully aware of the materials which helps him in thoroughly explain the concepts,"Smith, David"
11744,he should better identify which is the important material he could conduct a survey on why students signed up for the course to adapt it to their expected outcomes its of no use to learn about statisticalinference quickly and bad for an ir course,"Smith, David"
39756,introduce more of new ai tools like transformerjs and more of how to build a full stack web like using firebase with vite,"Guerra Gomez, John Alexis"
39756,his profound knowledge in the subject,"Guerra Gomez, John Alexis"
39756,i think the professor promoted very inclusive learning nothing to improve anywhere,"Guerra Gomez, John Alexis"
39756,i think now he is good for me,"Guerra Gomez, John Alexis"
39756,professor john introduced many things that are used very often in the cs field that im not very familiar with and this really excites me he gives us an insight of what the thing is trying to do and how it solvesthe problem,"Guerra Gomez, John Alexis"
39756,some pdp on the software of hardware platform maybe,"Guerra Gomez, John Alexis"
39756,prof john is very funny and engaging but he often steers off topic which is okay in most cases but this is the only thing that he can maybe work on the course overall was great,"Guerra Gomez, John Alexis"
39756,nan,"Guerra Gomez, John Alexis"
15054,the instructor is well versed in the subject and explains the concepts clearly any student who understands what is taught in the class will be able to apply that concept in any program they are doing,"Shesh, Amit"
15054,the instructor honestly just has a knack for making random design patterns very engaging and i never found myself bored in class,"Shesh, Amit"
15054,not sure,"Shesh, Amit"
15054, na,"Shesh, Amit"
15054,the instructor has enjoyable and fruitful lectures but he delves too long on student discussions and i kept losing track of the subject matter,"Shesh, Amit"
15054,na,"Shesh, Amit"
15054,the professors lectures were excellent but i faced a challenge in revising certain topics that i might have missed in class as there were no lecture videos available for review,"Shesh, Amit"
15054,he is an amazing educator,"Shesh, Amit"
15054,strengths are his confidence and grasp on the subject assignments were perfectly structured classes were made interactive the only suggestion i would have is to keep an extra session for students withless experience apart from that the course is perfect so glad to have had the opportunity to learn under prof shesh,"Shesh, Amit"
15054,grading should be more focused on the implementation and logic part instead of focusing more on static things like java doc,"Shesh, Amit"
40243,the inclass activities even though they are small add up in the end and they are very useful covering the design patterns and stuff one at a time,"Dym, Brianna"
40243,instructor set clear norms and commitments for student interaction contribute to a respectful supportive and productive learning environment,"Dym, Brianna"
40243,i found the instructor to be extremely helpful and the instructor provided us with interactive assignments adding more such interactive assignments would help students more in the future,"Dym, Brianna"
40243,well knowledged friendly and supportive of our ideas,"Dym, Brianna"
40243,strengths focusing more on learning,"Dym, Brianna"
40243,na,"Dym, Brianna"
