crn,response,instructor
20450,make the calculate and chat independently practice the calculate firstly once we know ts better we can work on the chat function,"Rad, Ryan"
20450,none,"Rad, Ryan"
20450,i wish we had precourse videos instead of reading the textbook because i find the textbook incredibly hard to readunderstand videos are the other hand would be more straightforward,"Rad, Ryan"
20450,no midterm exam,"Rad, Ryan"
20450,this semester we encountered several public holidays which had some impact on the original course schedule it would be even better if we could explore more after the topics of greedy and graph sincethose contents have already been covered in course cs 5008,"Rad, Ryan"
35075,better organization the lectures did not line up with homework assignments or modules which made the course hard to follow additionally while i appreciate the professors use of technology to provide abetter class experience the use of teams made the course more confusing than necessary it was hard to find the course information materials and supplementary materials and because i do not receivenotifications from teams through the web application i often missed announcementsdiscourse additionally it seemed that office hours were more accommodating to students who did not work during theday,"Mwaura, Jonathan"
35075,the only thing i found a little challenging was navigating teams gradescope canvas i was always worried i would miss something,"Mwaura, Jonathan"
35075,its a lot of material to cover in a short time i have seen these algorithms twice now from undergraduate in a graduate level course i would have expected to see more focus on fewer algorithms andtechniques with deeper analysis of each one this could just be my ignorance of 5000 level or it could be that ne is catering to students in the align program,"Mwaura, Jonathan"
35075,please update the syllabus to state the expected hours students need to dedicate to this class i spent on average 30 hours per week for the this class it would helpful to advise students the expectation forthis class is well above the mandatory 1016 hours graduate classesthe textbook introduction to algorithms by thomas cormen charles leiserson ronald rivest and clifford stein was fantastic the other textbook algorithm design by jon kleinberg and eva taros was notuseful in parallel most of the northeastern module videos were not useful and unpractical a suggestion would be to update those module videos for this class,"Mwaura, Jonathan"
35075,improve assignments and quizzes the topic in the problem set is always ahead of what we learned in the class as a result students struggle to catch up on assignments dont release all quizzes at the end ofthe semester grade assignments on time not after weeks reply to students messages and dont ignore them publish assignment grading rubrics thats why students know how to write answers toassignment questions,"Mwaura, Jonathan"
31575,make the course more challenging in terms of concepts not homework especially for the ml stuff at the end which could have been related to ir since most of us knew ml to a certain extent,"Amor-Tijani, Ghita"
31575,make certain homeworks take less time i think i can learn the concepts better if the codeassignment didnt need to run forever,"Amor-Tijani, Ghita"
31575,stop having assignments that build on each other that group project was entirely unnecessary also dont have assignments that are designed to take a minimum of 12 hours find another way to reinforcethe material that doesnt require hours of processing power,"Amor-Tijani, Ghita"
31575,it was hard to follow derivationsmath explanations that werent essential to course content it would be great to see more real world demos that would help bring the course into 2023  esp info retrieval inindustry,"Amor-Tijani, Ghita"
31575,alot of the assignments have you doing work that is not related to the tasks at hand and just makes you spend way more time on it than what is necessary i also feel that the content needs to be refreshedas we are using things made from the early 2000s for example treceval this course is also apart of the ai concentration and i fail to see how this would fall under it,"Amor-Tijani, Ghita"
31575,i feel that the lectures get dull at times as most of it is just lecturing having more forms of student engagement would help facilitate learning,"Amor-Tijani, Ghita"
31575,her lectures were not engaging and i found myself drifting a lot also attendance plummeted and the last lecture only had 1075 people,"Amor-Tijani, Ghita"
31575,way too much was asked of us for the assignments they rarely had much to do with the content,"Amor-Tijani, Ghita"
31575,some of the homework instructions are confusing and some of the homework is not helpful in topic understanding consider make it more clear  reduce the workload so that it only contain necessary tasksthat helps student understand topics being covered,"Amor-Tijani, Ghita"
31575,split some of the larger assignments into multiple parts the first few assignments are very difficult and it feels like being thrown into the deep end,"Amor-Tijani, Ghita"
31575,the majority of the grading in this course was based on the practical applications of course material but the instructor mostly taught the theoretical parts,"Amor-Tijani, Ghita"
15376,appropriately evaluating the tas that are hired for this course most of the tas were to be honest terrible and couldnt answer basic doubts the instructor should actually put in the effort to interview andevaluate the ta applications before appointing them the as tas,"Shesh, Amit"
15376,the one thing that pops into my mind is the fact that some of the assignments could have been better vetted and validated in order to remove easily preventable errors another thing that this course couldbenefit from are more professor office hours the current ones are already well scheduled but i feel like a little more time per week couldnt hurt otherwise i do not really have any other complaints,"Shesh, Amit"
15376,lab 1assignment 1 instructions are slightly outdated so a new video can be created for thatthere are some topics that become that are taught after an assignment has been released and students are working on it alreadyexample command pattern testing the controller with mock modelif these topics could be taught 12 classes earlier then it would help us for assignments more effectively instead of needing to rethink note that is only for a few topics other topics were taught on time,"Shesh, Amit"
15376,the tas selected should have been better often i had to end up solving something myself after a long time because the tas were not helpful enough or well acquainted with the subject,"Shesh, Amit"
15376,while the examples covered during the lectures and in labs showcased the benefits of the design patterns i would have liked to see some examples of evaluatingcomparingdesigning larger scaleapplications eg similar to the image manipulation app that we built throughout assignments 47i think it was the biggest weakness of the course there were limited opportunitiesexperiences of designing and evaluating larger systems,"Shesh, Amit"
15376,the only thing that i can think of is feedback especially when we get 100 on an assignment theres no feedback i felt like the comments from the tas when we lose small points werent enough i would reallyappreciate a review on the overall design in each of the assignments not sure if its feasible though,"Shesh, Amit"
15376,the specifications of the assignments could be clearer labs couldve been more more informative could hire better tas most really did not give feedback in the right direction the things discussed in theclass were coded but never debugged by emulating mistakes that students commonly make,"Shesh, Amit"
40203,provide in class coding examples of the assignment show students how to use tools like networkx and scikitlearn instead of having us teach ourselves at home give more context as to what quizzes will beon teach instead of show youtube clips provide better feedback during office hours instead of vague answers give homework and assignment grades back in a more timely manner allow us to know whatwe will be graded on with rubics if you have a lot going on in your personal life ask for more than one ta so grades can be returned in a timely manner instead of a month later,"Veliz, Oscar"
40203,maybe execute some of the stuff we did in assignments in class as well like writing some level of code and executing it  we were provided with templates but i feel like this wouldve helped a whole lot,"Veliz, Oscar"
40203,more time being given to contemporary topics like language models and computer vision would have been nice i think it is difficult to balance this with teaching the classic topics as these new techniqueshave full classes dedicated to just nlp and computer vision for example while the classic techniques like adversarial search and csps will likely only be discussed in this ai course a project related to nlpcomputer vision generative ai etc areas would have been a nice addition in my opinion,"Veliz, Oscar"
40203,i do not feel the strong relations between the lectures and the assignments the assignments are challenging and requires lots of selflearning the content covered in lectures does not actually help muchin success of assignments,"Veliz, Oscar"
40203,professor oscar speaks too quickly given the amount of information each sentence contains its rather hard for an average student to keep up and more time should be given between each sentence toallow students to process the information also can consider using sentences with easier terms and shorter sentences,"Veliz, Oscar"
17367,could check emailspiazza more often,"Annunziato, Jose"
17367,if the office hours could be a bit more friendly to the students on the west coast since the ohs were too early i wasnt really able to join his office hours it was 5am on the west coast,"Annunziato, Jose"
17367,less workload and response to email or piazza faster,"Annunziato, Jose"
17367,improve ta grading training so as to be consistent with professor improve assignment instruction and fix small bugs,"Annunziato, Jose"
17367,discussed above about assignments also on quizzes and exams i understand the reasoning of using random variable names like wer and uyt but it would be helpful to use short nouns or letter combos thatare easily distinguishable from each other several times i lost points on quizzes or exams just because i confused two variables in my head because they sounded very similar to each other,"Annunziato, Jose"
17367,extending deadlines to allow students to not overload really quickly,"Annunziato, Jose"
17367,professor is the best if something can change that would be last assignment could have been due on november instead of december that way we would have got plenty of time to implement in projectwhat we learned from last assignment even though project was opened beginning os semester what we learned in last two assignment was most implemented in project,"Annunziato, Jose"
17367,better management in ta team and oh like having waiting room for professor oh consistent answer from different tas and manageable and sufficient ta office hours,"Annunziato, Jose"
17367,have better office hour scheduling considering all of the students from different time zones,"Annunziato, Jose"
17367,strengthen the training of teaching assistants the points they give are unreasonable,"Annunziato, Jose"
17367,there are some errors in the teaching materials and they could be improved,"Annunziato, Jose"
17367,all good,"Annunziato, Jose"
17367,maybe simplify the first few assignments a bit as it is most related to styling and put more time to back end node app and api building async etc,"Annunziato, Jose"
17367,some of the ta is not that good and responsible,"Annunziato, Jose"
17367,i feel it could be better to use less ai autofill that we can better following the code,"Annunziato, Jose"
17367,make communication more effective,"Annunziato, Jose"
17367,tas need to align their grading standards,"Annunziato, Jose"
17367,more organized office hour,"Annunziato, Jose"
17401, group office hours for students who could use more learning time in addition to inclass,"Mwaura, Jonathan"
17401,i sometimes felt like class sessions were only loosely planned and sometimes it felt like we would get stuck in a topic and it would throw off the original time plan for the course as a whole while i appreciatedthe multimodality of the course especially early on where we did interactive activities in class along with discussion and lecture a little more planning about how long different class elements would takemight speed us along,"Mwaura, Jonathan"
17401,good,"Mwaura, Jonathan"
17401,have additional readings to compliment the classwork,"Mwaura, Jonathan"
17401,schedule assignments better in accordance to current class topics,"Mwaura, Jonathan"
17401,the zybook reading ended up being the least helpful for me  i gravitated towards the cormen and link to mit noteslectures the zybook a very concentrated and useful for review,"Mwaura, Jonathan"
17401,accurately assess all students prior exposure to algorithms in first ever class for the semester,"Mwaura, Jonathan"
17401,i thought the problem sets synthesis and quizzes were great for practicing the skills but i didnt have a lot of time to dedicate to them maybe we dont need to take on a significant workload to sufficientlymaster the material another suggestion could be to reduce the ratio of highly challenging problems,"Mwaura, Jonathan"
17401,include more practical coding,"Mwaura, Jonathan"
13666,balance the exam difficulty better exam 1 was brutal later exams were easier,"Tsekourakis, Iraklis"
13666,the instructor could be a little more clear about the real life applications of some of the more complex algorithms but otherwise he is great,"Tsekourakis, Iraklis"
13666,more study guide better examsi really appreciate the easier exams but i guess its not for everyonebecause i did worse the second time even though i studied more but just got tested on recursion andthird time i started doubting myself i think i did even worse and more stressedits just weird i was never able to show what i learned from exambut i guess its just me,"Tsekourakis, Iraklis"
13666,assignment and exam rubrics were harsh there were no partial marking,"Tsekourakis, Iraklis"
13666,enhance student learning by providing detailed feedback on assignments and exams this could include posting comprehensive solutions and thorough explanations for each assignment and exam coupledwith indepth discussions during class sessions additionally ensure a more strategic selection and fair grading of exam questions to align with the learning objectives,"Tsekourakis, Iraklis"
13666,sometimes during office hours the instructor could be less condescending in terms of asking students to ask read textbook since its a hard to digest textbook clrs book,"Tsekourakis, Iraklis"
13666,more coding assignments,"Tsekourakis, Iraklis"
13666,analysis different algorithms which is not found in the textbook for better understanding also having a lab where we can apply  code the algorithm which we are studying,"Tsekourakis, Iraklis"
13666,present more enthusiastically,"Tsekourakis, Iraklis"
13666,it would be helpful to provide us with the lecture note beforeduring a lecture it will make it easier for students to follow in class it is helpful when the projected slide is changed and we still need to readsomething on the previous slide,"Tsekourakis, Iraklis"
15377,while i understand the material of this algorithms course is difficult by nature i feel like i had to use many outside resources and slides from other schools algorithm courses to fully understand and learn thematerial this however was discouraged because we were not allowed to use the internet but i dont think the course is possible without consulting outside resources especially if the resources providedto us are not adequate enough or mostly too complex to even understand the material as a student new to the topicreceiving help from the tas was also a notsofriendly experience because at the beginning of the semester i would receive conflicting information regarding the homeworks i think it would be beneficial tohave the tas prepared and better wellversed on the assignments and topics for office hours,"Behnezhad, Soheil"
15377,nothing that i can think of,"Behnezhad, Soheil"
15377,better explanation,"Behnezhad, Soheil"
15377,not to my knowledge of pretty good,"Behnezhad, Soheil"
15377,professor can give lectures more compactly,"Behnezhad, Soheil"
15377,provide more outside materials for practice aside from the homework also working through more problems in class would be helpful sometimes the homework would contain topics that were a little bitconfusing to implement without going over it much,"Behnezhad, Soheil"
15377,go over the complicated concepts that shows up in assignments just in brief or as an overview so we know what to look for,"Behnezhad, Soheil"
15377,the office hours hosted by the instructor and most tas were online and i feel more offline office hours would have been better,"Behnezhad, Soheil"
15377,i think soheil did a great job with the course my only point of contention was with the tas as sometimes it felt as though they did not spend much time reviewing our homework assignments before grading,"Behnezhad, Soheil"
15377,he already did a lot,"Behnezhad, Soheil"
15377,giving out more detail examples step by step explaning,"Behnezhad, Soheil"
15377,some materials are too abstract maybe find a another way to demonstrate theorems,"Behnezhad, Soheil"
15377,listen to students give practice problems beginning of semester,"Behnezhad, Soheil"
15377,the slides from his class material can demonstrate more details and example often time i am not able to connect with those information,"Behnezhad, Soheil"
15377,for certain homeworks there were multiple occasions when different tas would give contradictory answers to the doubts this would waste potential time to complete the assignment successfully,"Behnezhad, Soheil"
15377,making teaching and understanding better,"Behnezhad, Soheil"
15377,worked on more recitation or problem solving classes,"Behnezhad, Soheil"
15377,we already took the prerequisite cs5008 spending less time on the topics covered there will make it much betterthe professor forced us to complete this evaluation by quiz its just not right,"Behnezhad, Soheil"
15377,improve pacing in the first half work with tas to be more effective in feedback provided in office hours provide solutions to practice problems in the book either through tas or via the online coursematerials,"Behnezhad, Soheil"
15377,detail specifichelp for interview prep,"Behnezhad, Soheil"
15377,all good,"Behnezhad, Soheil"
15377,started using slides from the start of course,"Behnezhad, Soheil"
15377,it would be better if professor can explain the homework in detail in class and provide more practice question for us,"Behnezhad, Soheil"
15377,make grading a little easy,"Behnezhad, Soheil"
15377,screen your tas before those sessions the first ta was great the second ta phoned it in,"Behnezhad, Soheil"
15377,should have focused more on teaching or explaining the topic at first it was fine but when we delved into difficult algorithms the ppt approach was not working that well,"Behnezhad, Soheil"
15377,i was not prepared for the first assignment the instructor could share the expectations around the first assignment better by perhaps explaining that the assignment has very little to do with what is taughtin class in terms of the specific material and that the assignment requires many iterations of thinking about each question,"Behnezhad, Soheil"
15377,space better the homeworks to prepare for the midterm and final,"Behnezhad, Soheil"
15377,i wish the instructor can provide more detailed notes and more practice problems to solve the assignments,"Behnezhad, Soheil"
15377,i feel that the lectures would often get into the granular details of an algorithm and then move to the next then the next etc i think always bouncing back to the broader more abstract ideas and themesthat we should be picking up is essential as is briefly revisiting material from previous lectures for a sort of spaced repetition learning absolutely most of all i would have immensely appreciated if themajority of the time discussing the problemsolving side of divideandconquer dynamic programming and greedy algorithms as opposed to the abstract side mentioned above was spent walking throughyour thought process stepbystep as you figured out how to see the problem through the lens of the given algorithm paradigm it felt instead like it was often treated as somewhat trivial other than a fewtimes where the potential yet wrong dynamic programming approaches to problems were discussed,"Behnezhad, Soheil"
15377,give more time on exams or change to online exam instead of writing code with hand,"Behnezhad, Soheil"
15377,be more concise about introducing new ideas and concepts to the class,"Behnezhad, Soheil"
15377,upload note on slides as some slides are missing,"Behnezhad, Soheil"
15377,he should provides more information and better course rubric,"Behnezhad, Soheil"
15377,start assigning the homeworks earlier and make the first homework a bit lighter latex is kind of scary,"Behnezhad, Soheil"
15377,i think the lectures could have been a little better organized sometimes we would run out of time going over less core topics and problems,"Behnezhad, Soheil"
15377,more practice,"Behnezhad, Soheil"
15377,grading felt a little unproportionate to mistakes at the beginning of the course the homeworks and lectures seemed completely unrelated but closer to the end they seemed to overlap an appropriateamount to still be challenging while giving you just enough breadcrumbs to peace it together yourself most of the time,"Behnezhad, Soheil"
15377,recitation sessions they were not the same quality as the sessions lead by soheil i think he should teach these sections himself,"Behnezhad, Soheil"
15377,could have included teaching and making us solve leetcode problems which may be more relevant and can help us in preparing for real world dsa interviews,"Behnezhad, Soheil"
15377,probably take some time to show students how to formally make proofs as an example so that students know how to formally prove algorithms without half guessing,"Behnezhad, Soheil"
15377,there is a room for more examples of the concepts explained in the class the assignments were usually very difficult which required a lot of hours and commitment from students,"Behnezhad, Soheil"
15377,homework could have been described properly not much aligned with the material taught in class,"Behnezhad, Soheil"
15377,solve more exercises in class similar to the ones in assignments,"Behnezhad, Soheil"
15377,na,"Behnezhad, Soheil"
15377,maybe more review sessions,"Behnezhad, Soheil"
15377,he is doing great because he exactly knows what he is doing consistency of material are good,"Behnezhad, Soheil"
15377,i have no idea at the moment,"Behnezhad, Soheil"
15377,sometimes lectures got disorganized if we were rushing to finish a topic before class ended but this was usually cleared up at the start of the next lecture the homework were incredibly difficult while i didlearn a lot they were impossible for me to do without help from tas,"Behnezhad, Soheil"
15377,scheduling  homeworks were due very close to the finals and midterm,"Behnezhad, Soheil"
15377,i dont know,"Behnezhad, Soheil"
15377,provide more reasonable ta office hour this course is a bit too hard but when i need help from ta i could not find them,"Behnezhad, Soheil"
15377,more ta office hours could be assigned,"Behnezhad, Soheil"
15377,more examples of some concepts,"Behnezhad, Soheil"
15377,by order of importanceimpact1 organization communication completeness and timeliness of sharing materials for example participation was graded but never well defined and edge cases were not explained eg dont come to classwhen you have covidleading many students to come anyway which is exlusive policy to immunocompromised people and those with loved ones2 better learning strategy and better defined course objectives structuring the course in a way that obviously meets those learning objectives3 providing adequate support and communication to students give all students more resources especially if they are struggling4 better solutions solutions to in class problems were often rushed and poorly explained providing additional resources and allowing students to study the material in advance both help significantly withthis but you also need to increase your office hours time the tas had lots of office hours but they coudlnt answer the questions and also didnt have enough time to explain the complexity of the problemsthey often struggled to understand the material and would shrug at our problemsi have a lot more constructive feedback but not enough time due to the timed quiz for this my biggest recommendation is to talk to dr lionell who teached 5008 and whos career focus is on effectivelearning techniques,"Behnezhad, Soheil"
15377,better schedule between homework and midterm exam,"Behnezhad, Soheil"
15377,the instructor could give more time to study for midterms and finals including working smoothing out the logistics of when assignments are assigned and due the instructor could also upload studymaterialsanswer keys earlier,"Behnezhad, Soheil"
15377,na,"Behnezhad, Soheil"
15377,homework seemed significantly harder than examples given in class,"Behnezhad, Soheil"
15377,the timeline for homework can be planned better,"Behnezhad, Soheil"
15377,dumb down the concepts more,"Behnezhad, Soheil"
15377,i think that student should have more safe environment to experiment and get used with the new content of the class and assignment isnt a good way in my opinion the midterm and the final is also a bittoo long for 90 minutes,"Behnezhad, Soheil"
15377,cover more topics maybe some topics like trees and data structures were not covered also i would like it to be more coding intensive since in real life you have the option to verify your algorithm ratherthan writing on paper where you dont have,"Behnezhad, Soheil"
15377,stronger more clear syllabus and course layout so students are aware of hw release dates and due dates this allows for better semester planning for students that are in other courses the introductionand use of slides was incredibly helpful and should be used throughout the semester more clear communication about upcoming quizzes stronger presence in the classroom to foster a better workingenvironment raising hands quieting loud students etc,"Behnezhad, Soheil"
15377,he could have done a better job reviewing his lectures and homework assignments to make sure there were no mistakes or to make sure that the questions were clear and explicit in what they expectedfrom us he could have done a better job getting the teaching staff on the same page because often we would get completely different answers from different tas so we never knew exactly what wasexpected from us,"Behnezhad, Soheil"
21011,nothing he is perfect,"Penarrieta, Cristian"
21011,expand the sections on deploying and explore those in a lot more depth different options their perks deploying different scales of projects deploying scalable things etc deploying to droplets aws vpsetc,"Penarrieta, Cristian"
21011,align learning with industry use cases and reduce pace early on to accommodate classroom based exercises,"Penarrieta, Cristian"
35058,i definitely struggled with exams but i understand using them as the main way to grade for students like me who arent the fastest test takers it would be helpful to have more practice exams like we didfor exam 1 to use to get more comfortable solving problems quickly and practice concepts were learningid also love some easier practice problems that i can use to work my way up to the more difficult homework assignments sort of like how kids do multiplication tables in grade school to practice some of thebasics before doing some of the harder problems the class in which we went over some basic graph questions is a good example of the type of questions that help me get comfortable working more quicklywith some of the conceptsin general good written feedback was provided for homework in a couple situations it might be nice to expand on that feedback for instance with comments like not a welldefined description it could behelpful to have an example of what would have made it a welldefined description,"Aloupis, Gregory"
35058,much more optional course work i felt like i would have preferred more practice problems to look at because thats where i tend to learn the most,"Aloupis, Gregory"
35058,weighting homeworks and not weighing grades on just 5 exams,"Aloupis, Gregory"
35058,the recordings of his lectures that were 8 years old are not as welldone or easy to follow as when he would record walking through a new power point i wish all the lessons were done in this way the examswere unfairly challenging in my opinion,"Aloupis, Gregory"
35058,record the lec and do a review on past exams,"Aloupis, Gregory"
35058,can include some pseudo code in the course material and even have some coding assignments apart from that the course is perfect,"Aloupis, Gregory"
37459,longer lectures honestly i could not get enough,"Venkatesaramani, Rajagopal"
37459,the submission could be structured more evenly so that the end of semester is not very heavy submission worth more than 60 of total grades were due in the a single week during the course end whichcould have been distributed in a better way,"Venkatesaramani, Rajagopal"
37459,have premade material and resources in the beginning of the course,"Venkatesaramani, Rajagopal"
37459,provide more informative lectures help us by selecting bettersupporting materials record the lectures,"Venkatesaramani, Rajagopal"
37459,better organizing the course too much weightage on few assignment,"Venkatesaramani, Rajagopal"
37459,i found the pace of lectures to be too slow to keep me challenged and engaged throughout but too fast to where i would start doing something else and couldnt click back in and catch up i also thing someof the organization of the homework assignments couldve been improved slightly,"Venkatesaramani, Rajagopal"
37459,better online resources like recorded videos of classes more informative slidesnotes,"Venkatesaramani, Rajagopal"
37459,reduce excessive explanation on theoretical concepts to maintain student engagement,"Venkatesaramani, Rajagopal"
37459,lecture notes need to be posted on timeearlier the slides have little information on them and are not very useful when going back to look at them for working on homeworks or the project,"Venkatesaramani, Rajagopal"
37459,the only thing that i would think to make this course better would be to use the same 3rd party software as everyone else i found it frustrating in the beginning of the semester to have to learn how to usecampuswire it ended up being much better than piazza which im guessing is why but in the beginning of the semester i was annoyed by it so i guess in all nothing this course was pretty awesome,"Venkatesaramani, Rajagopal"
37459,i would appreciate inperson lab time with the tas to practice things or review certain concepts,"Venkatesaramani, Rajagopal"
37459,the tas are useless they never answer any of my questions please replace all your tas,"Venkatesaramani, Rajagopal"
37459,make sure that students who join little late to the class also get the chance to submit the labs as university allows students to chose the classes by a certain date,"Venkatesaramani, Rajagopal"
37459,professor could spend less time explaining things for students answerprofessor could spend less time explain more concrete content instead of something like ethics of ai,"Venkatesaramani, Rajagopal"
37459,have a more consistent schedule for assignments having more labs and smaller assignments could help students understand concepts,"Venkatesaramani, Rajagopal"
37459,could explore concepts in depth as this is a foundational course,"Venkatesaramani, Rajagopal"
37459,better notes,"Venkatesaramani, Rajagopal"
40214,record lessons to facilitate the review process,"Sun, Zhifeng"
40214,give more examples for homework,"Sun, Zhifeng"
40214,if the recording could work for every class it will be fantastic,"Sun, Zhifeng"
40214,i wish he provided additional notes as well his current way of teaching is excellent though some notes can make it more effactive,"Sun, Zhifeng"
17364,be more control of the class pace the class is chaoticreduce the unproductive class discussion time or actually give students meaningful topics to discussdeliver meaning class content,"Mwaura, Jonathan"
17364,the organization of the course could be improved assignments would be posted before they were covered and sometimes would be due before they were covered additionally several times assignmentinstructions were for past courses with bad dates,"Mwaura, Jonathan"
17364,everything is good with course,"Mwaura, Jonathan"
17364,hope to learn more knowledge about llm and chatgpt,"Mwaura, Jonathan"
17364,nothing yet,"Mwaura, Jonathan"
17364,more tas and more office hours,"Mwaura, Jonathan"
17364,class more organized,"Mwaura, Jonathan"
17600,instructor did well in everything,"Hamandi, Lama"
17600,i think lama did a great job as always i just hoped we learned more new topic in this class over 50 of the course is reviewing things we already laerned in 5008,"Hamandi, Lama"
17600,more leetcode style question in assignmentsmore regularly instead of 2 prog sets,"Hamandi, Lama"
17600,all good,"Hamandi, Lama"
17600,i think the course is great and goes at a manageable pace the assignments are also fair and there are lots of office hours,"Hamandi, Lama"
17371,hire better tas go over homeworks with them so they know what the solution is some tas consistently gave wrong answers,"Aloupis, Gregory"
17371,a longer exam time and homeworks that feel more connected to the questions asked on exams i found myself floundering through the homeworks as they never seemed to be on topics that were coveredin the course videos or more specifically they were asking for an understanding of the topics i did not get from the course videos to the point that i gave up on actually completing the homeworks myselfand would just use the solutions as a study aid for the exam even doing that however felt fruitless as the exam questions never seemed to connect with the homework in much else than that they werepulled from the same general themei was also always finding myself short on time during exams to the point where i think i was able to answer all of the questions in only 1 out of the 7 exams it is so incredibly frustrating to not be graded on youractual answer to an exam question but on the lack thereof an answer because you didnt have enough time to finish 50 minutes for an online exam that is asking you questions that are supposed to test youon your understanding of the topics instead of asking questions that are variations of homework or extra problem set questions is not realistic two of my first exams were abysmal because i was rushingthrough questions and answered them using a quick method instead of the method asked of me in the question if the 50 minutes is nonnegotiable then maybe cutting the number of questions down to 2 or3 each exam with subproblems might be feasible,"Aloupis, Gregory"
17371,include more examples for each topic,"Aloupis, Gregory"
17371,null,"Aloupis, Gregory"
17371,please rerecord the lectures from when you taught the class in person the audit and visual quality is so poor that i am honestly embarrassed that i paid as much as i did for this course the educationalvalue and overall professionalism of this course is worse than a free udemy or coursera course this course felt like an afterthought rather than something the prof saw as his primary job,"Aloupis, Gregory"
17371,test difficulty sometimes were challenging and discouragingi genuinely feel sometimes the material provided was not enough to do well in the tests however that kept me going,"Aloupis, Gregory"
17371,not sure if this is something the instructor could really do but the one thing missing from the course was a sense of community among students of course this was an online course so there are limits towhat can be done in general but it was the one thing i felt was missing from the course,"Aloupis, Gregory"
17371,good,"Aloupis, Gregory"
40215,give students a better chance to showcase understanding of course work lecturing in a unconcise manner and then using leetcode question as the only homework source doesnt worklecture material and homeworks werent engaging at all this could be the nature of the subject however improvement in this category would certainly help with the problem of student attendance inlecture,"Lee, Hyonho"
40215,i wish the examples shown in class were less messy and drawn more clearly it would also be good if they were uploaded to canvas to make learning easier,"Lee, Hyonho"
40215,there are so many tas no excuse to be grading homework so late when you assign so much of it the quizzes are unfair  the textbook and modules dont align if you ding a student on homework problemswhen you didnt request their code do a certain item or provide an example to work on it is completely unfair,"Lee, Hyonho"
40215,fvnerigjerpogjpoer,"Lee, Hyonho"
40215,the course would be better with a different textbook the current textbook is very dry and many studentstas have expressed their dislike of the textbook instructor could also practice lecturing in acohesive manner maybe include an attendance grade as the lectures had very few people in attendance,"Lee, Hyonho"
40407,add more exercises,"Penarrieta, Cristian"
40407,adding some materials to fill up all of the class time,"Penarrieta, Cristian"
40407,cannot think of any now,"Penarrieta, Cristian"
40407,schedule the class to an earlier time i understand that the instructor has commitments but the current class time is quite late,"Penarrieta, Cristian"
37894,provide more pdf content rather than word based formats i often had to convert ppt slides to pdf to interact with them,"Kennedy, Justin"
37894,i think a bit more of livetime interaction with the professor and other students will make this course more interesting,"Kennedy, Justin"
37894,nothing,"Kennedy, Justin"
37894,maybe create their own material which relate a lot more to the assignments kind of felt a disconnect between assignment and materials given,"Kennedy, Justin"
37894,the course was taught in form of recorded videos by another professor there could have been a proper zoom session by the courses professor for 34 hours a week to go over the topics and explain themin a better way,"Kennedy, Justin"
35265,maybe reduce the number of questions in the problem set assignments which may help students have a better time management during the semester,"Mwaura, Jonathan"
35265,better management of the class material and coverage,"Mwaura, Jonathan"
35265,sometimes the assignment question can be asked more concisely,"Mwaura, Jonathan"
20301,forming or joining study groups to collaborate and learn from classmates,"Bhardwaj, Anurag"
20301,increase the readability of the pseudocodes as it is tough to understand and provide a more detailed code walkthrough,"Bhardwaj, Anurag"
20301,not very satisfied with the coursefirst the accent is hard to understandthen the material and the way the teacher teach in class not very comprehensive and enlightening,"Bhardwaj, Anurag"
20301,more organized with lectures some topic in exam did not teach in the lectures,"Bhardwaj, Anurag"
20301,the teaching of the class is a little bit shallow on the algorithms,"Bhardwaj, Anurag"
20301,teach harder spend more time and energy,"Bhardwaj, Anurag"
20302,need to be clear about the algorithms and concepts almost each timealmost every class after the midterm as contents after midterm are difficult she explained one complex algorithm she first went to awrong direction and then tried to come back sometimes she couldnt come back to the right track and already made students really confusedthe instructors ability to explain a complex algo is limited,"Mukund, Smruthi"
20302,when she draws on ipad she can use another color or the cursor when she explains ie simply saying here and there over the writings sometimes are hard to follow,"Mukund, Smruthi"
20302,provide better learning materials such as slides,"Mukund, Smruthi"
20302,teaching pace the pace of teaching is notably fast this speed can be challenging especially for students who need a bit more time to absorb information a slower pace would help in better understandingand following the lectureshomework management there seems to be a need for more organization in terms of homework deadlines and workload consistency and clear communication in this area would be beneficialclass time management there have been instances of class schedules being unexpectedly changed such as the addition of a class due to the professors mistake adherence to the syllabus schedule forclass times would aid in better planning and attendanceteaching assistants involvement it would be helpful if the teaching assistants were more informed about the homework solutions this would enable them to provide better assistance to studentsclarity of notes the legibility of handwritten notes sometimes poses a challenge clearer notes or providing them in a typed format would assist students in taking accurate notes and understanding thematerial more effectively,"Mukund, Smruthi"
20302,make sure her teaching progress is aligned with the schedule even if some classes are affected by public holidays they should have been handled beforehand,"Mukund, Smruthi"
20302,she is a great professor with that said if she could improve on her organizational skills especially regarding the topics covered in the class that would be helpful,"Mukund, Smruthi"
40408,i think adding more reallife applications to this course material will make this course more interesting,"Rad, Ryan"
40408,provide better distance learning instructional methods,"Rad, Ryan"
40408,thank you so much for your instructions,"Rad, Ryan"
40408,i think the instructor has been already doing very well,"Rad, Ryan"
40408,maybe it is not a good idea to cover the entire book within on semester some parts we did not learn enough,"Rad, Ryan"
40408,balance of mathematics proof and algorithms,"Rad, Ryan"
40408,less homework,"Rad, Ryan"
40408,the assignment is a bit hard could have more hints,"Rad, Ryan"
40408,satisfied with current curriculum,"Rad, Ryan"
40408,i think assignment can be organized better,"Rad, Ryan"
40408,the course is perfect,"Rad, Ryan"
